date,daily_total,anomaly,anomaly_label
1985-06-27,709.88,1,Normal
1985-06-30,1243.17,1,Normal
1985-07-01,764.9799999999999,1,Normal
1985-07-03,1617.3400000000001,1,Normal
1985-07-05,992.03,1,Normal
1985-07-06,452.24,1,Normal
1985-07-07,640.23,1,Normal
1985-07-08,912.62,1,Normal
1985-07-09,953.66,1,Normal
1985-07-10,537.2,1,Normal
1985-07-11,1439.44,1,Normal
1985-07-12,854.56,1,Normal
1985-07-13,1840.68,1,Normal
1985-07-15,490.42,1,Normal
1985-07-16,1413.24,1,Normal
1985-07-17,1530.6200000000001,1,Normal
1985-07-20,1643.31,1,Normal
1985-07-22,532.1,1,Normal
1985-07-23,144.4,1,Normal
1985-07-24,988.48,1,Normal
1985-07-26,737.49,1,Normal
1985-07-27,545.9,1,Normal
1985-07-28,215.42,1,Normal
1985-07-30,252.47,1,Normal
1985-07-31,921.68,1,Normal
1985-08-01,697.48,1,Normal
1985-08-03,591.26,1,Normal
1985-08-05,888.7,1,Normal
1985-08-07,1395.9699999999998,1,Normal
1985-08-09,381.01,1,Normal
1985-08-10,707.5699999999999,1,Normal
1985-08-11,213.13,1,Normal
1985-08-12,120.89,1,Normal
1985-08-13,235.49,1,Normal
1985-08-14,1503.38,1,Normal
1985-08-15,263.27,1,Normal
1985-08-16,832.16,1,Normal
1985-08-17,1422.45,1,Normal
1985-08-18,530.52,1,Normal
1985-08-21,122.89,1,Normal
1985-08-22,217.68,1,Normal
1985-08-23,928.27,1,Normal
1985-08-24,118.16,1,Normal
1985-08-25,745.69,1,Normal
1985-08-28,742.9,1,Normal
1985-08-30,1440.42,1,Normal
1985-09-01,1455.09,1,Normal
1985-09-03,493.98,1,Normal
1985-09-06,736.72,1,Normal
1985-09-07,273.06,1,Normal
1985-09-08,305.75,1,Normal
1985-09-09,207.43,1,Normal
1985-09-10,1411.87,1,Normal
1985-09-11,1700.82,1,Normal
1985-09-12,1861.8600000000001,1,Normal
1985-09-13,582.13,1,Normal
1985-09-16,967.74,1,Normal
1985-09-17,605.97,1,Normal
1985-09-18,607.29,1,Normal
1985-09-19,1729.43,1,Normal
1985-09-22,430.99,1,Normal
1985-09-24,1095.28,1,Normal
1985-09-25,401.46,1,Normal
1985-09-28,571.93,1,Normal
1985-09-29,782.07,1,Normal
1985-10-03,187.29,1,Normal
1985-10-04,627.0699999999999,1,Normal
1985-10-05,169.96,1,Normal
1985-10-06,542.4,1,Normal
1985-10-07,186.14,1,Normal
1985-10-09,1508.6299999999999,1,Normal
1985-10-10,152.22,1,Normal
1985-10-11,230.45,1,Normal
1985-10-12,996.13,1,Normal
1985-10-15,760.1,1,Normal
1985-10-16,450.13,1,Normal
1985-10-18,636.13,1,Normal
1985-10-19,670.61,1,Normal
1985-10-20,749.83,1,Normal
1985-10-25,538.51,1,Normal
1985-10-26,1770.79,1,Normal
1985-10-28,620.98,1,Normal
1985-10-29,205.29,1,Normal
1985-10-30,475.23,1,Normal
1985-10-31,1089.75,1,Normal
1985-11-02,1944.52,-1,Anomaly
1985-11-03,1907.28,-1,Anomaly
1985-11-04,312.74,1,Normal
1985-11-05,418.15,1,Normal
1985-11-07,2466.18,-1,Anomaly
1985-11-10,1187.62,1,Normal
1985-11-12,1035.95,1,Normal
1985-11-13,1274.8899999999999,1,Normal
1985-11-14,887.52,1,Normal
1985-11-15,1066.31,1,Normal
1985-11-16,1481.17,1,Normal
1985-11-18,532.4,1,Normal
1985-11-19,521.7,1,Normal
1985-11-20,329.19,1,Normal
1985-11-21,310.92,1,Normal
1985-11-23,276.9,1,Normal
1985-11-24,387.24,1,Normal
1985-11-27,969.04,1,Normal
1985-11-28,1832.88,1,Normal
1985-12-01,910.5,1,Normal
1985-12-04,382.33,1,Normal
1985-12-06,1569.25,1,Normal
1985-12-10,1265.98,1,Normal
1985-12-11,819.21,1,Normal
1985-12-12,596.42,1,Normal
1985-12-13,384.49,1,Normal
1985-12-14,179.68,1,Normal
1985-12-15,668.03,1,Normal
1985-12-17,794.83,1,Normal
1985-12-18,1125.46,1,Normal
1985-12-19,713.15,1,Normal
1985-12-20,2093.66,-1,Anomaly
1985-12-21,384.49,1,Normal
1985-12-23,900.06,1,Normal
1985-12-28,959.3199999999999,1,Normal
1985-12-30,990.46,1,Normal
1985-12-31,249.18,1,Normal
1986-01-01,714.72,1,Normal
1986-01-02,985.22,1,Normal
1986-01-03,1674.63,1,Normal
1986-01-04,285.68,1,Normal
1986-01-05,346.04,1,Normal
1986-01-08,1427.99,1,Normal
1986-01-11,763.8399999999999,1,Normal
1986-01-17,155.85,1,Normal
1986-01-19,319.82,1,Normal
1986-01-22,717.71,1,Normal
1986-01-23,498.4,1,Normal
1986-01-24,773.1800000000001,1,Normal
1986-01-28,1237.9099999999999,1,Normal
1986-01-29,1127.43,1,Normal
1986-01-31,1490.28,1,Normal
1986-02-01,381.17,1,Normal
1986-02-03,1835.88,1,Normal
1986-02-05,740.46,1,Normal
1986-02-09,817.62,1,Normal
1986-02-10,1763.3400000000001,1,Normal
1986-02-11,2365.25,-1,Anomaly
1986-02-13,557.14,1,Normal
1986-02-15,797.97,1,Normal
1986-02-16,1335.48,1,Normal
1986-02-18,215.34,1,Normal
1986-02-19,1219.49,1,Normal
1986-02-21,1412.5700000000002,1,Normal
1986-02-22,1115.72,1,Normal
1986-02-23,498.7,1,Normal
1986-03-02,605.23,1,Normal
1986-03-03,353.06,1,Normal
1986-03-04,167.9,1,Normal
1986-03-06,1062.54,1,Normal
1986-03-07,451.61,1,Normal
1986-03-09,299.36,1,Normal
1986-03-10,281.0,1,Normal
1986-03-11,563.57,1,Normal
1986-03-15,884.02,1,Normal
1986-03-17,336.57,1,Normal
1986-03-19,440.69,1,Normal
1986-03-20,1530.23,1,Normal
1986-03-24,298.9,1,Normal
1986-03-25,929.59,1,Normal
1986-03-28,1313.0900000000001,1,Normal
1986-03-29,129.5,1,Normal
1986-03-30,290.01,1,Normal
1986-03-31,374.78,1,Normal
1986-04-01,1540.68,1,Normal
1986-04-03,1111.74,1,Normal
1986-04-06,841.34,1,Normal
1986-04-07,1476.3700000000001,1,Normal
1986-04-08,854.14,1,Normal
1986-04-10,1016.0699999999999,1,Normal
1986-04-12,826.22,1,Normal
1986-04-14,1427.77,1,Normal
1986-04-17,531.77,1,Normal
1986-04-21,2224.09,-1,Anomaly
1986-04-22,114.61,1,Normal
1986-04-26,671.45,1,Normal
1986-04-27,1322.78,1,Normal
1986-04-29,128.47,1,Normal
1986-04-30,365.84,1,Normal
1986-05-02,1072.45,1,Normal
1986-05-04,648.09,1,Normal
1986-05-06,866.9100000000001,1,Normal
1986-05-10,250.92,1,Normal
1986-05-13,603.02,1,Normal
1986-05-14,353.78,1,Normal
1986-05-16,1510.0700000000002,1,Normal
1986-05-18,154.14,1,Normal
1986-05-20,798.25,1,Normal
1986-05-24,688.82,1,Normal
1986-05-25,623.14,1,Normal
1986-05-28,324.76,1,Normal
1986-05-30,833.05,1,Normal
1986-06-02,638.3,1,Normal
1986-06-03,625.88,1,Normal
1986-06-04,774.58,1,Normal
1986-06-06,709.78,1,Normal
1986-06-12,214.97,1,Normal
1986-06-14,303.93,1,Normal
1986-06-17,221.27,1,Normal
1986-06-19,749.06,1,Normal
1986-06-20,1464.54,1,Normal
1986-06-21,615.31,1,Normal
1986-06-22,638.62,1,Normal
1986-06-23,452.1,1,Normal
1986-06-24,889.13,1,Normal
1986-06-25,841.26,1,Normal
1986-06-27,169.96,1,Normal
1986-07-02,286.57,1,Normal
1986-07-03,488.86,1,Normal
1986-07-04,1135.86,1,Normal
1986-07-05,895.03,1,Normal
1986-07-09,955.0999999999999,1,Normal
1986-07-10,775.62,1,Normal
1986-07-12,657.54,1,Normal
1986-07-14,414.54,1,Normal
1986-07-15,746.57,1,Normal
1986-07-17,205.46,1,Normal
1986-07-18,413.89,1,Normal
1986-07-19,944.1700000000001,1,Normal
1986-07-21,353.26,1,Normal
1986-07-22,208.29,1,Normal
1986-07-25,397.36,1,Normal
1986-07-26,576.4,1,Normal
1986-07-27,860.5,1,Normal
1986-08-05,844.43,1,Normal
1986-08-07,573.85,1,Normal
1986-08-08,797.92,1,Normal
1986-08-09,945.33,1,Normal
1986-08-10,819.2,1,Normal
1986-08-13,240.36,1,Normal
1986-08-14,814.57,1,Normal
1986-08-15,550.9,1,Normal
1986-08-16,1530.99,1,Normal
1986-08-18,969.92,1,Normal
1986-08-19,769.82,1,Normal
1986-08-20,1258.4299999999998,1,Normal
1986-08-22,243.2,1,Normal
1986-08-24,668.02,1,Normal
1986-08-25,1586.8600000000001,1,Normal
1986-08-27,1327.69,1,Normal
1986-09-03,156.46,1,Normal
1986-09-04,951.13,1,Normal
1986-09-05,699.56,1,Normal
1986-09-07,1607.62,1,Normal
1986-09-08,383.61,1,Normal
1986-09-13,2207.22,-1,Anomaly
1986-09-15,341.84,1,Normal
1986-09-16,150.67,1,Normal
1986-09-17,854.9000000000001,1,Normal
1986-09-18,412.76,1,Normal
1986-09-19,1240.26,1,Normal
1986-09-21,720.84,1,Normal
1986-09-24,1364.0900000000001,1,Normal
1986-09-26,429.27,1,Normal
1986-09-27,625.58,1,Normal
1986-09-29,472.53,1,Normal
1986-09-30,477.18,1,Normal
1986-10-01,626.78,1,Normal
1986-10-02,1905.48,-1,Anomaly
1986-10-03,282.42,1,Normal
1986-10-04,465.46,1,Normal
1986-10-05,196.36,1,Normal
1986-10-06,1642.2800000000002,1,Normal
1986-10-07,151.97,1,Normal
1986-10-08,859.36,1,Normal
1986-10-10,407.84,1,Normal
1986-10-11,1078.09,1,Normal
1986-10-12,1512.3600000000001,1,Normal
1986-10-14,459.68,1,Normal
1986-10-15,123.08,1,Normal
1986-10-16,384.41,1,Normal
1986-10-17,146.71,1,Normal
1986-10-18,509.28,1,Normal
1986-10-19,996.5,1,Normal
1986-10-20,1696.98,1,Normal
1986-10-21,948.05,1,Normal
1986-10-23,1262.09,1,Normal
1986-10-24,960.89,1,Normal
1986-10-25,616.71,1,Normal
1986-10-26,955.5,1,Normal
1986-10-27,950.6999999999999,1,Normal
1986-10-30,718.81,1,Normal
1986-10-31,861.89,1,Normal
1986-11-03,375.68,1,Normal
1986-11-04,219.28,1,Normal
1986-11-05,478.11,1,Normal
1986-11-09,858.21,1,Normal
1986-11-10,314.14,1,Normal
1986-11-12,700.07,1,Normal
1986-11-14,247.2,1,Normal
1986-11-16,750.76,1,Normal
1986-11-17,739.95,1,Normal
1986-11-18,1139.15,1,Normal
1986-11-19,1193.35,1,Normal
1986-11-20,1840.66,1,Normal
1986-11-22,495.98,1,Normal
1986-11-23,276.87,1,Normal
1986-11-24,1141.23,1,Normal
1986-11-25,800.28,1,Normal
1986-11-26,937.09,1,Normal
1986-11-27,769.0799999999999,1,Normal
1986-11-29,1136.95,1,Normal
1986-12-03,1035.75,1,Normal
1986-12-04,103.48,-1,Anomaly
1986-12-05,926.22,1,Normal
1986-12-06,1181.58,1,Normal
1986-12-07,1152.87,1,Normal
1986-12-10,1761.19,1,Normal
1986-12-11,423.92,1,Normal
1986-12-13,327.98,1,Normal
1986-12-14,541.72,1,Normal
1986-12-15,1749.48,1,Normal
1986-12-16,712.75,1,Normal
1986-12-17,556.1899999999999,1,Normal
1986-12-18,225.73,1,Normal
1986-12-22,336.2,1,Normal
1986-12-24,915.9,1,Normal
1986-12-25,389.36,1,Normal
1986-12-26,1439.33,1,Normal
1986-12-28,603.6700000000001,1,Normal
1986-12-29,1692.91,1,Normal
1986-12-30,311.12,1,Normal
1987-01-02,289.16,1,Normal
1987-01-03,691.78,1,Normal
1987-01-04,988.18,1,Normal
1987-01-05,780.89,1,Normal
1987-01-06,585.03,1,Normal
1987-01-08,639.67,1,Normal
1987-01-11,161.1,1,Normal
1987-01-13,114.24,-1,Anomaly
1987-01-14,429.38,1,Normal
1987-01-15,1458.48,1,Normal
1987-01-16,1268.56,1,Normal
1987-01-17,1474.22,1,Normal
1987-01-18,439.25,1,Normal
1987-01-20,1192.06,1,Normal
1987-01-21,1360.69,1,Normal
1987-01-23,921.72,1,Normal
1987-01-24,819.94,1,Normal
1987-01-25,740.22,1,Normal
1987-01-26,971.87,1,Normal
1987-01-27,704.58,1,Normal
1987-01-28,783.59,1,Normal
1987-01-31,248.89,1,Normal
1987-02-05,960.69,1,Normal
1987-02-06,634.14,1,Normal
1987-02-07,572.08,1,Normal
1987-02-08,144.61,1,Normal
1987-02-09,925.77,1,Normal
1987-02-10,470.78,1,Normal
1987-02-11,892.3199999999999,1,Normal
1987-02-12,529.7,1,Normal
1987-02-13,198.6,1,Normal
1987-02-14,545.66,1,Normal
1987-02-15,1516.08,1,Normal
1987-02-17,469.64,1,Normal
1987-02-18,388.57,1,Normal
1987-02-19,1640.27,1,Normal
1987-02-20,582.1,1,Normal
1987-02-24,790.2099999999999,1,Normal
1987-02-27,1106.93,1,Normal
1987-02-28,474.96,1,Normal
1987-03-01,701.16,1,Normal
1987-03-06,751.08,1,Normal
1987-03-08,785.66,1,Normal
1987-03-09,279.23,1,Normal
1987-03-10,193.18,1,Normal
1987-03-13,1221.13,1,Normal
1987-03-15,2291.52,-1,Anomaly
1987-03-16,1302.98,1,Normal
1987-03-17,1050.12,1,Normal
1987-03-18,865.95,1,Normal
1987-03-21,1593.01,1,Normal
1987-03-23,901.41,1,Normal
1987-03-25,669.28,1,Normal
1987-03-27,509.13,1,Normal
1987-03-28,807.22,1,Normal
1987-03-29,309.55,1,Normal
1987-03-30,840.12,1,Normal
1987-04-02,600.69,1,Normal
1987-04-03,913.73,1,Normal
1987-04-04,721.46,1,Normal
1987-04-05,942.1800000000001,1,Normal
1987-04-06,1160.74,1,Normal
1987-04-10,395.43,1,Normal
1987-04-11,1082.46,1,Normal
1987-04-12,1349.86,1,Normal
1987-04-13,1482.58,1,Normal
1987-04-14,965.61,1,Normal
1987-04-15,704.44,1,Normal
1987-04-16,739.71,1,Normal
1987-04-17,271.54,1,Normal
1987-04-19,898.57,1,Normal
1987-04-21,483.40000000000003,1,Normal
1987-04-23,875.48,1,Normal
1987-04-24,545.35,1,Normal
1987-04-25,657.06,1,Normal
1987-04-26,1193.77,1,Normal
1987-04-28,272.27,1,Normal
1987-04-29,960.51,1,Normal
1987-04-30,626.25,1,Normal
1987-05-01,858.54,1,Normal
1987-05-02,706.98,1,Normal
1987-05-03,869.47,1,Normal
1987-05-04,1291.63,1,Normal
1987-05-07,428.3,1,Normal
1987-05-09,397.62,1,Normal
1987-05-14,314.34,1,Normal
1987-05-15,1925.76,-1,Anomaly
1987-05-16,622.14,1,Normal
1987-05-17,456.48,1,Normal
1987-05-20,556.66,1,Normal
1987-05-21,900.47,1,Normal
1987-05-22,1302.03,1,Normal
1987-05-23,668.3,1,Normal
1987-05-24,1804.63,1,Normal
1987-05-25,443.65,1,Normal
1987-05-26,403.97,1,Normal
1987-05-29,430.4,1,Normal
1987-06-03,1132.0900000000001,1,Normal
1987-06-06,3516.21,-1,Anomaly
1987-06-07,782.3599999999999,1,Normal
1987-06-08,949.1600000000001,1,Normal
1987-06-12,901.41,1,Normal
1987-06-13,364.94,1,Normal
1987-06-17,558.24,1,Normal
1987-06-18,874.58,1,Normal
1987-06-20,1711.01,1,Normal
1987-06-21,770.93,1,Normal
1987-06-23,1206.9,1,Normal
1987-06-24,219.31,1,Normal
1987-06-26,742.06,1,Normal
1987-06-27,1480.1599999999999,1,Normal
1987-06-28,1376.1200000000001,1,Normal
1987-06-29,1454.94,1,Normal
1987-06-30,940.52,1,Normal
1987-07-01,879.41,1,Normal
1987-07-02,103.18,-1,Anomaly
1987-07-03,434.87,1,Normal
1987-07-04,1921.4,-1,Anomaly
1987-07-05,968.6400000000001,1,Normal
1987-07-06,903.54,1,Normal
1987-07-08,401.02,1,Normal
1987-07-09,489.32,1,Normal
1987-07-10,969.62,1,Normal
1987-07-11,708.96,1,Normal
1987-07-13,534.26,1,Normal
1987-07-15,149.67,1,Normal
1987-07-16,685.34,1,Normal
1987-07-17,856.5,1,Normal
1987-07-18,454.43,1,Normal
1987-07-19,196.78,1,Normal
1987-07-20,571.65,1,Normal
1987-07-21,381.13,1,Normal
1987-07-22,791.06,1,Normal
1987-07-23,560.5600000000001,1,Normal
1987-07-24,450.88,1,Normal
1987-07-25,993.41,1,Normal
1987-07-26,2418.63,-1,Anomaly
1987-07-29,826.5,1,Normal
1987-07-30,1177.5900000000001,1,Normal
1987-07-31,385.56,1,Normal
1987-08-01,418.94,1,Normal
1987-08-03,986.4,1,Normal
1987-08-04,1676.87,1,Normal
1987-08-08,663.68,1,Normal
1987-08-09,917.98,1,Normal
1987-08-11,843.07,1,Normal
1987-08-13,736.28,1,Normal
1987-08-17,140.03,1,Normal
1987-08-18,279.94,1,Normal
1987-08-19,748.86,1,Normal
1987-08-20,122.94,1,Normal
1987-08-22,632.32,1,Normal
1987-08-24,1809.88,1,Normal
1987-08-28,2249.19,-1,Anomaly
1987-08-29,919.72,1,Normal
1987-09-01,851.64,1,Normal
1987-09-02,658.34,1,Normal
1987-09-04,566.18,1,Normal
1987-09-06,892.66,1,Normal
1987-09-07,1206.1100000000001,1,Normal
1987-09-08,532.56,1,Normal
1987-09-09,215.1,1,Normal
1987-09-10,855.74,1,Normal
1987-09-15,451.13,1,Normal
1987-09-17,867.5999999999999,1,Normal
1987-09-19,531.64,1,Normal
1987-09-20,977.35,1,Normal
1987-09-22,395.18,1,Normal
1987-09-24,419.64,1,Normal
1987-09-25,408.58,1,Normal
1987-09-26,872.66,1,Normal
1987-09-27,604.35,1,Normal
1987-09-30,274.96,1,Normal
1987-10-02,700.44,1,Normal
1987-10-05,988.62,1,Normal
1987-10-06,341.24,1,Normal
1987-10-07,521.06,1,Normal
1987-10-08,594.6800000000001,1,Normal
1987-10-09,698.41,1,Normal
1987-10-10,720.76,1,Normal
1987-10-11,884.71,1,Normal
1987-10-12,1448.44,1,Normal
1987-10-13,1799.23,1,Normal
1987-10-16,1252.34,1,Normal
1987-10-18,426.63,1,Normal
1987-10-19,518.49,1,Normal
1987-10-22,737.16,1,Normal
1987-10-26,921.32,1,Normal
1987-10-27,860.44,1,Normal
1987-10-28,842.05,1,Normal
1987-10-29,999.26,1,Normal
1987-10-30,909.11,1,Normal
1987-11-01,1600.67,1,Normal
1987-11-02,627.16,1,Normal
1987-11-03,373.47,1,Normal
1987-11-05,915.95,1,Normal
1987-11-07,1325.2,1,Normal
1987-11-08,733.09,1,Normal
1987-11-12,643.3399999999999,1,Normal
1987-11-13,732.3,1,Normal
1987-11-14,1289.65,1,Normal
1987-11-16,617.77,1,Normal
1987-11-18,491.23,1,Normal
1987-11-19,1258.12,1,Normal
1987-11-22,1407.03,1,Normal
1987-11-23,712.25,1,Normal
1987-11-24,331.01,1,Normal
1987-11-26,401.19,1,Normal
1987-11-30,982.72,1,Normal
1987-12-01,105.08,-1,Anomaly
1987-12-03,826.98,1,Normal
1987-12-04,1528.19,1,Normal
1987-12-05,210.66,1,Normal
1987-12-08,559.21,1,Normal
1987-12-09,239.35,1,Normal
1987-12-10,502.51,1,Normal
1987-12-12,743.39,1,Normal
1987-12-15,355.93,1,Normal
1987-12-17,693.19,1,Normal
1987-12-18,1357.76,1,Normal
1987-12-23,1351.75,1,Normal
1987-12-24,1007.0699999999999,1,Normal
1987-12-25,988.31,1,Normal
1987-12-26,563.19,1,Normal
1987-12-27,352.35,1,Normal
1987-12-29,208.61,1,Normal
1987-12-30,110.03,-1,Anomaly
1987-12-31,856.38,1,Normal
1988-01-01,244.03,1,Normal
1988-01-04,928.75,1,Normal
1988-01-05,315.08,1,Normal
1988-01-07,752.27,1,Normal
1988-01-08,310.03,1,Normal
1988-01-11,595.52,1,Normal
1988-01-12,2094.92,-1,Anomaly
1988-01-13,1468.65,1,Normal
1988-01-15,751.6,1,Normal
1988-01-16,951.22,1,Normal
1988-01-17,1994.38,-1,Anomaly
1988-01-19,305.41,1,Normal
1988-01-20,1029.57,1,Normal
1988-01-21,866.86,1,Normal
1988-01-23,667.06,1,Normal
1988-01-24,1453.45,1,Normal
1988-01-25,1589.8799999999999,1,Normal
1988-01-27,756.61,1,Normal
1988-01-28,399.96,1,Normal
1988-01-30,1634.9099999999999,1,Normal
1988-02-03,859.54,1,Normal
1988-02-04,1271.07,1,Normal
1988-02-06,1006.16,1,Normal
1988-02-08,1224.51,1,Normal
1988-02-09,456.17,1,Normal
1988-02-11,535.17,1,Normal
1988-02-14,107.83,-1,Anomaly
1988-02-15,2547.7,-1,Anomaly
1988-02-16,991.8399999999999,1,Normal
1988-02-17,188.61,1,Normal
1988-02-18,957.01,1,Normal
1988-02-20,1319.81,1,Normal
1988-02-22,862.18,1,Normal
1988-02-24,719.03,1,Normal
1988-02-28,336.09,1,Normal
1988-03-01,654.81,1,Normal
1988-03-03,914.2,1,Normal
1988-03-04,447.78,1,Normal
1988-03-05,707.25,1,Normal
1988-03-07,211.75,1,Normal
1988-03-09,1383.38,1,Normal
1988-03-11,883.95,1,Normal
1988-03-12,895.82,1,Normal
1988-03-13,749.41,1,Normal
1988-03-14,383.18,1,Normal
1988-03-15,227.17,1,Normal
1988-03-16,885.81,1,Normal
1988-03-17,753.51,1,Normal
1988-03-19,721.23,1,Normal
1988-03-20,820.35,1,Normal
1988-03-21,1877.28,1,Normal
1988-03-23,867.95,1,Normal
1988-03-24,2831.76,-1,Anomaly
1988-03-25,255.26,1,Normal
1988-03-29,280.48,1,Normal
1988-03-31,218.45,1,Normal
1988-04-01,1653.62,1,Normal
1988-04-07,187.97,1,Normal
1988-04-10,936.12,1,Normal
1988-04-11,914.49,1,Normal
1988-04-12,391.04,1,Normal
1988-04-17,1876.58,1,Normal
1988-04-19,845.79,1,Normal
1988-04-20,430.36,1,Normal
1988-04-25,1085.02,1,Normal
1988-04-27,849.94,1,Normal
1988-04-29,168.38,1,Normal
1988-04-30,901.97,1,Normal
1988-05-01,657.36,1,Normal
1988-05-03,1509.8600000000001,1,Normal
1988-05-04,1841.69,1,Normal
1988-05-07,362.63,1,Normal
1988-05-10,179.57,1,Normal
1988-05-13,1587.48,1,Normal
1988-05-23,814.96,1,Normal
1988-05-24,148.67,1,Normal
1988-05-31,3167.27,-1,Anomaly
1988-06-05,776.99,1,Normal
1988-06-06,1392.66,1,Normal
1988-06-11,211.92,1,Normal
1988-06-12,1283.6599999999999,1,Normal
1988-06-19,804.83,1,Normal
1988-06-22,973.35,1,Normal
1988-06-24,561.13,1,Normal
1988-06-25,879.0,1,Normal
1988-06-26,1249.81,1,Normal
1988-06-27,1251.56,1,Normal
1988-06-28,530.27,1,Normal
1988-07-01,636.81,1,Normal
1988-07-02,915.96,1,Normal
1988-07-03,184.06,1,Normal
1988-07-04,157.19,1,Normal
1988-07-07,222.95,1,Normal
1988-07-08,498.86,1,Normal
1988-07-09,782.6800000000001,1,Normal
1988-07-10,827.1,1,Normal
1988-07-12,3449.8,-1,Anomaly
1988-07-13,923.48,1,Normal
1988-07-14,279.59,1,Normal
1988-07-16,655.26,1,Normal
1988-07-18,861.0,1,Normal
1988-07-19,694.04,1,Normal
1988-07-20,327.67,1,Normal
1988-07-22,856.0699999999999,1,Normal
1988-07-24,616.01,1,Normal
1988-07-25,680.21,1,Normal
1988-07-26,767.85,1,Normal
1988-07-27,1130.3,1,Normal
1988-07-30,378.53,1,Normal
1988-07-31,783.79,1,Normal
1988-08-04,728.07,1,Normal
1988-08-05,511.25,1,Normal
1988-08-06,1273.9,1,Normal
1988-08-08,458.04,1,Normal
1988-08-10,1380.04,1,Normal
1988-08-14,582.39,1,Normal
1988-08-17,742.58,1,Normal
1988-08-18,1114.77,1,Normal
1988-08-19,125.27,1,Normal
1988-08-24,346.78,1,Normal
1988-08-26,329.73,1,Normal
1988-08-27,780.77,1,Normal
1988-08-30,1652.74,1,Normal
1988-09-02,1605.95,1,Normal
1988-09-03,362.49,1,Normal
1988-09-05,500.27,1,Normal
1988-09-06,890.33,1,Normal
1988-09-07,780.62,1,Normal
1988-09-09,566.41,1,Normal
1988-09-10,460.22,1,Normal
1988-09-11,1257.47,1,Normal
1988-09-13,241.78,1,Normal
1988-09-18,671.29,1,Normal
1988-09-20,840.53,1,Normal
1988-09-21,343.19,1,Normal
1988-09-23,643.56,1,Normal
1988-09-24,462.22,1,Normal
1988-09-25,931.77,1,Normal
1988-09-26,1119.79,1,Normal
1988-09-27,1676.15,1,Normal
1988-09-28,843.04,1,Normal
1988-10-02,191.78,1,Normal
1988-10-05,1209.92,1,Normal
1988-10-08,2224.8599999999997,-1,Anomaly
1988-10-13,556.73,1,Normal
1988-10-14,1171.49,1,Normal
1988-10-15,523.76,1,Normal
1988-10-19,591.96,1,Normal
1988-10-20,1251.42,1,Normal
1988-10-22,230.84,1,Normal
1988-10-23,927.73,1,Normal
1988-10-24,239.04,1,Normal
1988-10-27,712.24,1,Normal
1988-10-28,670.48,1,Normal
1988-10-30,770.55,1,Normal
1988-10-31,501.11,1,Normal
1988-11-01,471.6,1,Normal
1988-11-02,482.6,1,Normal
1988-11-03,398.15,1,Normal
1988-11-07,897.05,1,Normal
1988-11-08,385.35,1,Normal
1988-11-13,1013.53,1,Normal
1988-11-18,442.29,1,Normal
1988-11-19,1375.12,1,Normal
1988-11-24,1454.9,1,Normal
1988-11-26,1806.21,1,Normal
1988-11-28,1042.97,1,Normal
1988-11-30,740.43,1,Normal
1988-12-01,739.72,1,Normal
1988-12-02,243.24,1,Normal
1988-12-03,1035.17,1,Normal
1988-12-06,872.29,1,Normal
1988-12-11,1031.23,1,Normal
1988-12-14,237.42,1,Normal
1988-12-17,332.34,1,Normal
1988-12-18,1885.6000000000001,1,Normal
1988-12-23,345.37,1,Normal
1988-12-24,1117.07,1,Normal
1988-12-26,541.93,1,Normal
1988-12-28,139.93,1,Normal
1989-01-02,759.74,1,Normal
1989-01-03,818.64,1,Normal
1989-01-06,1991.3000000000002,-1,Anomaly
1989-01-07,728.84,1,Normal
1989-01-08,917.93,1,Normal
1989-01-09,858.58,1,Normal
1989-01-13,229.47,1,Normal
1989-01-16,809.13,1,Normal
1989-01-17,267.24,1,Normal
1989-01-19,808.91,1,Normal
1989-01-20,183.83,1,Normal
1989-01-21,275.96,1,Normal
1989-01-22,278.06,1,Normal
1989-01-23,2091.39,-1,Anomaly
1989-01-24,398.09,1,Normal
1989-01-25,1468.34,1,Normal
1989-01-27,2023.21,-1,Anomaly
1989-01-28,1306.52,1,Normal
1989-01-29,202.29,1,Normal
1989-01-31,496.03,1,Normal
1989-02-01,751.5600000000001,1,Normal
1989-02-03,232.08,1,Normal
1989-02-06,997.29,1,Normal
1989-02-14,1856.92,1,Normal
1989-02-16,845.13,1,Normal
1989-02-18,1094.73,1,Normal
1989-02-21,199.95,1,Normal
1989-02-22,1075.73,1,Normal
1989-02-23,1456.58,1,Normal
1989-02-24,223.49,1,Normal
1989-02-28,643.69,1,Normal
1989-03-03,732.04,1,Normal
1989-03-05,769.85,1,Normal
1989-03-09,670.33,1,Normal
1989-03-11,1447.4,1,Normal
1989-03-12,109.46,-1,Anomaly
1989-03-13,465.38,1,Normal
1989-03-14,508.0,1,Normal
1989-03-15,423.38,1,Normal
1989-03-16,535.96,1,Normal
1989-03-17,809.23,1,Normal
1989-03-18,220.64,1,Normal
1989-03-20,1162.8400000000001,1,Normal
1989-03-21,909.64,1,Normal
1989-03-23,947.34,1,Normal
1989-03-24,400.37,1,Normal
1989-03-26,694.87,1,Normal
1989-03-30,1178.74,1,Normal
1989-04-01,977.43,1,Normal
1989-04-03,211.52,1,Normal
1989-04-04,990.21,1,Normal
1989-04-05,1034.95,1,Normal
1989-04-07,1726.3200000000002,1,Normal
1989-04-08,500.55,1,Normal
1989-04-09,2053.24,-1,Anomaly
